ID;Согласовано;Раздел документа;Содержание;Порядковыи? номер;Дата ввода требования в действие;Дата отмены или приостановки требования;Статус требования;Реестр НТД;Вид номера;Раздел реестра;Требование безопасности;Конструктор;Триггер избранного;Создавший пользователь;ЮИН;Изменено;Дата публикации в реестре требований
193790;Ложь;;<p>16.10 Для электродвигателей насосов сетевых, подпиточных, рециркуляционных, горячего водоснабжения, питательной воды, тягодутьевых машин, угольных конвейеров и дробильных установок при наличии переменной нагрузки следует предусматривать частотно регулируемые приводы (ЧРП), и при мощности 30 кВт и выше – устройства плавного пуска (УПП).</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193790;Ложь;
193791;Ложь;;"<p>16.11 Выбор степени защиты оболочки электродвигателей, пусковой аппаратуры, аппаратов управления, светильников, выбор электропроводки следует производить в соответствии с [17] в зависимости от характеристики помещений (зон) котельных по условиям среды, определяемой по приложению А с учетом следующих дополнительных требований:</p><p>при расположении турбогенераторов на напряжении 0,4 кВ, оборудования установки водоподготовки, насосных станций и газорегуляторных установок в общем помещении с котлами выбор степени защиты оболочки электрооборудования и выбор электропроводки осуществляют по характеристике среды котельного зала;</p><p>для помещений дизельных, мазутонасосных и топливоподачи, оборудованных системой гидроуборки, выбор степени защиты оболочки электрооборудования и электропроводки осуществляютс учетом воздействия брызг воды и проникновения пыли.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193791;Ложь;
193792;Ложь;;<p>16.12 Прокладку питающих и распределительных сетей следует выполнять открыто на конструкциях или в коробах. При невозможности такой прокладки допускается предусматривать прокладку кабелей в каналах, а проводов – в трубах или коробах. В помещениях станции водоподготовки в котельных залах с гидроуборкой, в помещениях топливоподачи, складов и насосных станций жидкого топлива и жидких присадок прокладка в каналах не допускается.</p><p>Прокладка транзитных проводов и кабелей в помещениях и сооружениях топливоподачи не допускается.</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193792;Ложь;
193793;Ложь;;<p>16.13 Следует предусматривать блокировку электродвигателей дымососов, дутьевых вентиляторов и механизмов подачи топлива в котел.</p><p>В системах топливоподачи, пылеприготовления и золошлакоудаления следует предусматривать блокировку механизмов, обеспечивающую включение и отключение электродвигателей в определенной последовательности, исключающей завал отдельных механизмов топливом, золой или шлаком. Механизмы технологического оборудования, от которого предусмотрены местные отсосы, должны быть сблокированы с вентиляторами аспирационных установок.</p><p>Блокировка электродвигателей механизмов котлов со слоевыми ручными топками не предусматривается.</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193793;Ложь;
193794;Ложь;;<p>16.14 Автоматическое включение резерва (АВР) насосов питательных, сетевых, подпиточных, горячего водоснабжения, подачи жидкого топлива следует предусматривать в случаях аварийного отключения работающего насоса или при падении давления в трубопроводе после насоса. Для котельных второй категории с паровыми котлами с давлением пара до 0,07 МПа и водогрейными котлами с температурой воды не выше 115 °С при наличии в котельной постоянного обслуживающего персонала АВР насосов допускается не предусматривать, при этом необходимо предусмотреть сигнализацию аварийного отключения насосов.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193794;Ложь;
193795;Ложь;;"<p>16.16 Пуск электродвигателей сетевых и подпиточных насосов следует производить при закрытой задвижке на напорном патрубке насоса; при этом необходимо выполнить блокировку электродвигателей насоса и задвижки при наличии электрифицированной задвижки. В случае установки ЧРП или УПП выполнение блокировки электродвигателя насоса и задвижки не предусматривается.</p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193795;Ложь;
193796;Ложь;;<p>16.17 При работе насосных станций жидкого топлива без постоянного обслуживающего персонала следует предусматривать дистанционное отключение с ЦПУ котельной насосов подачи топлива, а при работе насосных станций с постоянным обслуживающим персоналом – дистанционное управление задвижками на трубопроводах жидкого топлива на вводе в котельную.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193796;Ложь;
193797;Ложь;;"<p>16.18 В котельных должно быть предусмотрено аварийное освещение. Светильники аварийного освещения должны быть подключены к независимому источнику питания или автоматически на него переключаться при отключении основного. Аварийное освещение котельных, работающих на газообразном топливе, необходимо выполнять во взрывозащищенном исполнении.&nbsp;</p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193797;Ложь;
193798;Ложь;;<p>16.19 При отсутствии в системе электроснабжения независимых источников питания допускается применение ручных световых приборов с аккумуляторными или сухими элементами.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193798;Ложь;
193799;Ложь;;<p>16.20 На дымовых трубах следует предусматривать световое ограждение.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193799;Ложь;
193800;Ложь;;<p>16.21 Здания и сооружения котельных должны быть оборудованы средствами молниезащиты в соответствии с действующими нормативными документами.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193800;Ложь;
193801;Ложь;;<p>16.22 Помещения щитов станций управления, распределительных устройств напряжением 6 и 10 кВ, трансформаторных подстанций, а также турбогенераторы не следует размещать под помещениями с мокрыми технологическими процессами, под душевыми, санитарными узлами, вентиляционными камерами с подогревом воздуха горячей водой, под трубопроводами агрессивных веществ (кислот, щелочей), а также под помещениями, имеющими гидросмыв (помещения топливоподачи).</p><p>Распределительные устройства, помещения щитов и пультов управления, трансформаторные подстанции не допускается встраивать в здания разгрузки фрезерного торфа.</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193801;Ложь;
193802;Ложь;;<p>16.25 Для обеспечения ОДТС в помещении ЦПУ необходимо устанавливать пульт.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193802;Ложь;
193803;Ложь;;<p>16.26 Питание ОДТС следует осуществлять от двух независимых источников. При отсутствии независимых источников питания ОДТС должна быть присоединена к независимым друг от друга линиям, начиная от щита подстанции или при наличии только одного ввода в здание, начиная от этого ввода.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193803;Ложь;
193804;Ложь;;<p>16.27 Установку командно-поисковой связи (КПС) следует предусматривать в помещении центрального пункта управления – главный прибор, во всех помещениях котельных, включая отдельно стоящие здания, в местах возможного нахождения персонала – вторичные приборы.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193804;Истина;
193805;Ложь;;<p>16.28 Аппараты ГТС необходимо устанавливать в помещениях начальника котельной, ЦПУ, поста управления топливоподачи, пожарного депо и в других помещениях в соответствии с заданием на проектирование.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193805;Ложь;
193806;Ложь;;<p>16.29 В помещении ЦШУ следует предусматривать радиотрансляционную установку, а во всех помещениях возможного нахождения персонала и на территории котельной – абонентские громкоговорители без регуляторов.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193806;Ложь;
193807;Ложь;;<p>16.30 Для информации единого времени в котельных тепловой мощностью свыше 5 МВт следует предусматривать установку первичных электрочасов с общей обслуживающей трассой.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193807;Ложь;
193808;Ложь;;"<p>16.31 В котельных, работающих без постоянно присутствующего обслуживающего персонала, следует выводить на диспетчерский пульт обслуживающей организации с обязательной расшифровкой следующие сигналы:&nbsp;</p><p>- неисправности оборудования, при этом в котельной фиксируется причина вызова;</p><p>- срабатывания главного быстродействующего запорного клапана топливоснабжения котельной;</p><p>- для котельных, работающих на газообразном топливе, – при достижении загазованности помещения 10 % нижнего концентрационного предела взрываемости природного газа;</p><p>- при достижении в помещении котельной концентрации угарного газа&nbsp;&nbsp;&nbsp;20 мг/м?;</p><p>- сигнал несанкционированного доступа в помещение котельной;</p><p>- сигнал срабатывания пожарной сигнализации.</p><p>Допускается дублирование указанных сигналов по GSM-каналу на телефон оператора (обслуживающего механика). Допускается по требованию технического задания дополнять объем передаваемой на диспетчерский пульт информации.</p><p><br></p>";;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193808;Истина;
193809;Ложь;;<p>16.32 Котельные, работающие с постоянным присутствием обслуживающего персонала, должны иметь радиофикацию и командно-поисковую связь, которая предусматривает наличие приборов громкоговорящей связи.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193809;Истина;
193810;Ложь;;"<p>16.34 В котельных с постоянным присутствием обслуживающего персонала, с установленной тепловой мощностью 50 МВт и выше, а также с паровыми котлами с давлением 0,07 МПа и температурой воды 115 °С и выше следует предусматривать оперативно-диспетчерскую связь (ОДС).&nbsp;</p><p>Питание ОДС следует осуществлять от двух независимых источников. Допускается в качестве второго источника использовать аккумуляторы.</p><p><br></p>";;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193810;Истина;
193811;Ложь;;<p>16.36 Диспетчерский пульт должен находиться в помещении с постоянно присутствующим обслуживающим персоналом.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193811;Истина;
193812;Ложь;;"<p>17.1 Помещение, где размещены котлы, зольное помещение, а также все вспомогательные и бытовые помещения оборудуют естественной и механической вентиляцией, а также отоплением.</p><p>Вентиляция котельной должна обеспечивать удаление вредных газов, пыли, подачу приточного воздуха и поддержание следующих температурных условий:</p><p>не ниже 17 °С – в зимний период в зоне постоянного пребывания обслуживающего персонала;</p><p>18 °С – в зоне размещения щитов;</p><p>15 °С – на насосных станциях;</p><p>5 °С – на закрытых разгрузочных устройствах и в помещениях без постоянного обслуживания;</p><p>10 °С – в дробильных отделениях.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193812;Ложь;
193813;Ложь;;<p>17.2 При проектировании отопления и вентиляции котельных следует руководствоваться СП 60.13330 и настоящим сводом правил.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193813;Ложь;
193814;Ложь;;<p>17.3 Микроклиматические условия на рабочих местах производственных помещений котельных следует принимать в соответствии с действующими санитарными нормами и правилами, исходя из категорий работ по уровню энергозатрат в соответствии с приложением Ж.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193814;Ложь;
193815;Ложь;;<p>17.4 При проектировании систем отопления и вентиляции котельных расчетные температуры воздуха в помещениях котельных в холодный период следует принимать по приложению А. В котельных, работающих без постоянного присутствия обслуживающего персонала, расчетная температура воздуха в помещении принимается не ниже 5 °С в холодный период года. В теплый период года в котельных, работающих без постоянного присутствия обслуживающего персонала, а также в помещениях центральных постов управления всех котельных расчетная температура воздуха должна быть не выше температуры, обеспечивающей нормальную работу контрольно-измерительных приборов и автоматики.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193815;Истина;
193816;Ложь;;"<p class=""ql-align-justify"">17.5 В помещениях котельных залов и водоподготовительных установок допускается проектировать как воздушное отопление, так и системы с местными отопительными приборами.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193816;Ложь;
193817;Ложь;;<p>17.6 Предельные температуры на поверхности отопительных приборов в помещениях, где возможны выделения пыли угля и сланцев, не должны превышать 130 °С, а пыли торфа – 110 °С. В этих помещениях следует предусматривать отопительные приборы с гладкой поверхностью, например, регистры из гладких труб.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193817;Ложь;
193818;Ложь;;<p>17.7 В электропомещениях и помещениях ЦЩУ на системах отопления следует устанавливать запорную и регулирующую арматуру на сварке. В качестве отопительных приборов следует предусматривать регистры или конвекторы с гладкими трубами под сварку.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193818;Ложь;
193819;Ложь;;<p>17.8 Галереи ленточных конвейеров, помещения дробильных устройств, а также подземная часть разгрузочных устройств должны быть оборудованы отоплением для поддержания в них температур в соответствии с приложением Ж. Галереи конвейеров, подающих топливо на склад для районов с расчетной температурой наружного воздуха минус 20 °С и ниже должны быть оборудованы отоплением для поддержания в них температуры не ниже 10 °С, в остальных районах они не должны отапливаться.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193819;Ложь;
193820;Ложь;;<p>17.9 При расчете системы отопления тракта топливоподачи следует учитывать тепловую энергию, расходуемую на обогрев железнодорожных вагонов и топлива (кроме торфа).</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193820;Ложь;
193821;Ложь;;<p>17.10 При расчете системы отопления конвейерных галерей от склада при загрузке топлива через загрузочные воронки следует учитывать нагрев поступающего в помещение наружного воздуха.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193821;Ложь;
193822;Ложь;;<p>17.11 Расчетный воздухообмен в котельных следует определять для зимнего и летнего периодов с учетом тепловыделений от трубопроводов и оборудования, но не менее однократного, а также с учетом расхода воздуха, необходимого для горения, при заборе его из помещения.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193822;Истина;
193823;Ложь;;<p>17.12 Схемы вентиляции, способы подачи и удаления воздуха следует проектировать согласно СП 60.13330 и в соответствии с приложением Ж.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193823;Ложь;
193824;Ложь;;<p>17.13 При проектировании естественного притока в котельном зале, в холодный и переходный периоды года жалюзийные решетки для приточного воздуха следует размещать за котлами в верхней части помещения. На жалюзийных решетках, а также на вентиляционных установках, обеспечивающих подачу воздуха в помещение котельного зала, следует устанавливать устройства, автоматически прекращающие подачу воздуха при пожаре.</p><p>Для котельных с постоянным присутствием обслуживающего персонала естественный приток воздуха следует осуществлять через фрамуги, расположенные преимущественно в рабочей зоне, как перед фронтом котлов, так и за котлами в теплый период и только за котлами в холодный период.</p><p><br></p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193824;Истина;
193825;Ложь;;"<p>17.14 Для помещений насосных станций жидкого топлива следует предусматривать&nbsp;</p><p>десятикратный воздухообмен в час с удалением 2/3 объема воздуха из нижней зоны и 1/3 из верхней.</p><p>В помещениях насосных станций жидкого топлива категорий Б по взрывопожарной опасности следует предусматривать приточные и вытяжные системы с резервными вентиляторами, обеспечивающими 100%-ную производительность каждой системы.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193825;Ложь;
193826;Ложь;;<p>17.15 При проектировании вентиляции помещений котельных, работающих на твердом топливе, следует предусматривать очистку воздуха, удаляемого аспирационными установками, перед выбросом в атмосферу.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193826;Ложь;
193827;Ложь;;<p>17.16 Обеспыливающие установки следует предусматривать раздельными для каждой нитки конвейеров с минимальной протяженностью воздуховодов.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193827;Ложь;
193828;Ложь;;"<p>17.17 Аспирационные установки в надбункерных помещениях следует проектировать, объединяя в одну систему 4–6 отсосов.</p><p>При коллекторной схеме число отсосов не ограничивается. Для предотвращения оседания пыли коллектора следует предусматривать вертикальное направление.</p><p>17.18 Для предотвращения отложения пыли в воздуховодах их следует прокладывать вертикально или с наклоном под углом к горизонту не менее:</p><p>45° – при пыли угля, золы, шлака;</p><p>60° – при пыли торфа.</p><p>При прокладке горизонтальных участков воздуховодов и с углами наклона до 45° их следует оснащать устройствами для периодической очистки.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях;;Ложь;Соколов Сергей Вадимович;193828;Ложь;
