ID,Содержание,Дата ввода требования в действие,Реестр НТД,Требование безопасности,ЮИН,Обрабатывается в ЦИМ,Подлежит переводу в МПФ,Передано подрядчику,Комментарии,"Наличие ссылок на другие НД, в которых содержатся требования",Наличие ссылок на Задание на проектирование,Наличие ссылок на другие пункы этого СП,Наличие формул,Упоминание расчетов,Наличие таблиц,Наличие рисунков/диаграмм,Требование носит рекомендательный характер
193771,"<p>15.51 Для деаэрационных установок необходимо предусматривать показывающие приборы и передающие датчики по техническому заданию на АСУ для визуального отображения параметров на мониторе системы АСУ ТП:</p><p>температуры воды в баках;</p><p>температуры воды, поступающей в деаэратор;</p><p>давления пара в деаэраторах атмосферного и повышенного давления (показывающий и регистрирующий прибор);</p><p>разрежения в вакуумных деаэраторах вместимостью бака более 3 м? (показывающий и регистрирующий прибор);</p><p>уровня воды в баках.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193771,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
",0,1,0,0,0,0,0,0
193772,"<p>15.52 Для насосных установок следует предусматривать показывающие приборы, а для визуального отображения параметров на мониторе системы АСУ ТП передающие датчики следует предусматривать по техническому заданию на АСУ:</p><p>давления во всасывающих и напорных патрубках всех насосов;</p><p>давления пара перед и после паровых питательных насосов.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193772,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
",0,1,0,0,0,0,0,0
193773,"<p>15.53 В теплообменных установках необходимо предусматривать показывающие приборы, а для визуального отображения параметров на мониторе системы АСУ ТП передающие датчики следует предусматривать по техническому заданию на АСУ:</p><p>температуры нагреваемой и греющей среды до и после каждого подогревателя;</p><p>температуры конденсата после охладителей конденсата;</p><p>давления нагреваемой среды в общем трубопроводе до подогревателей и за каждым подогревателем;</p><p>давления греющей среды к подогревателям.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193773,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
",0,1,0,0,0,0,0,0
193774,"<p>15.54 Для установок химводоподготовки (кроме параметров, указанных в 15.10.11 и 15.10.12) следует предусматривать показывающие приборы, а для визуального отображения параметров на мониторе системы АСУ ТП передающие датчики следует предусматривать по техническому заданию на АСУ:</p><p>температуры воды к анионитным фильтрам;</p><p>температуры раствора после эжектора соли;</p><p>температуры воды к осветлителю;</p><p>давления исходной воды;</p><p>давления воды до и после каждого фильтра;</p><p>давления воздуха в магистрали к установке химводоподготовки;</p><p>давления воды к эжекторам;</p><p>расхода воды на химводоподготовку (суммирующий или регистрирующий прибор);</p><p>расхода воды к каждому ионитному и за каждым осветлительным фильтром;</p><p>расхода воды на взрыхление фильтров;</p><p>расхода воды к каждому эжектору регенерирующего раствора;</p><p>расхода воды к каждому осветлителю;</p><p>уровня в баках декарбонизированной, осветленной, умягченной и обессоленной воды, в емкостях растворов реагентов, в баках нейтрализаторах, в баках конденсата;</p><p>уровня шлама в осветлителе;</p><p>значения рН воды за осветлителем;</p><p>значения рН воды после подкисления и подщелачивания;</p><p>электропроводности сбросных вод от фильтров и отработанных растворов за баками-регенераторами (в схемах утилизации сточных вод);</p><p>концентрации (электропроводности) регенерационных растворов.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193774,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
Наличие ссылок на другие пункы этого СП ['указанных в 15.10']
",0,1,1,0,0,0,0,0
193775,"<p>15.55 Для установок снабжения котельных жидким топливом (кроме приборов, указанных в 15.52 и 15.53) следует предусматривать показывающие приборы, а для визуального отображения параметров на мониторе системы АСУ ТП передающие датчики следует предусматривать по техническому заданию на АСУ:</p><p>температуры жидкого топлива в каждом резервуаре;</p><p>температуры жидкого топлива в линии к насосам подачи топлива в котельную;</p><p>давления топлива до и после фильтров;</p><p>уровня топлива в резервуарах и приемной емкости.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193775,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
Наличие ссылок на другие пункы этого СП ['указанных в 15.52']
",0,1,1,0,0,0,0,0
193776,"<p>15.56 Для установок приема и ввода жидких присадок следует предусматривать показывающие приборы, а для визуального отображения параметров на мониторе системы АСУ ТП передающие датчики температуры присадок в резервуарах следует предусматривать по техническому заданию на АСУ.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193776,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
",0,1,0,0,0,0,0,0
193777,"<p>15.57 Для редукционных, охладительных и редукционно-охладительных установок следует предусматривать показывающие приборы, а для визуального отображения параметров на мониторе системы АСУ ТП передающие датчики следует предусматривать по техническому заданию на АСУ:</p><p>температуры перегретого пара в подводящем паропроводе;</p><p>температуры охлажденного пара;</p><p>давления пара в подводящем паропроводе;</p><p>давления редуцированного пара;</p><p>давления охлаждающей воды.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193777,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
",0,1,0,0,0,0,0,0
193778,"<p>15.58 Для систем пневмозолошлакоудаления следует предусматривать показывающие приборы, а для визуального отображения параметров на мониторе системы АСУ ТП передающие датчики следует предусматривать по техническому заданию на АСУ:</p><p>температуры воды перед и за вакуумными насосами;</p><p>давления пара к эжекционной вакуумной установке;</p><p>разрежения в воздухопроводе между осадительной камерой и вакуумной установкой;</p><p>разрежения на выходе из вакуумной установки до запорной арматуры;</p><p>разрежения воздуха перед вакуумными насосами;</p><p>перепада давления на диафрагме воздуха перед вакуумными насосами;</p><p>давления воды за шламовыми водоструйными насосами;</p><p>давления в трубопроводах среды от и к станции обезвоживания.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193778,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
",0,1,0,0,0,0,0,0
193779,<p>15.59 Для систем горячего водоснабжения следует предусматривать показывающие приборы и передающие датчики по техническому заданию на АСУ для визуального отображения параметров на мониторе АСУ ТП уровня в баках-аккумуляторах.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193779,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
",0,1,0,0,0,0,0,0
193780,"<p>15.60 Для систем золоулавливания следует предусматривать показывающие приборы, а для визуального отображения параметров на мониторе системы АСУ ТП передающие датчики следует предусматривать по техническому заданию на АСУ:</p><p>температуры дымовых газов перед системами;</p><p>разрежения в газоходах до и после систем.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193780,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
",0,1,0,0,0,0,0,0
193781,"<p>15.61 Для систем топливоподачи следует предусматривать показывающие приборы, а для визуального отображения параметров на мониторе системы АСУ ТП передающие датчики следует предусматривать по техническому заданию на АСУ:</p><p>производительности конвейера перед надбункерной галереей;</p><p>давления воздуха перед и после каплеуловителя;</p><p>давления воды к каплеуловителю.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193781,0,0,0,"Наличие ссылок на Задание на проектирование ['техническому заданию']
",0,1,0,0,0,0,0,0
193782,"<p>16.2 Проектирование котельной, включая установки по выработке электроэнергии на собственные нужды, следует выполнять согласно требованиям настоящего свода правил и СП 4.13130, [6], [11], [15], [17], [22], ГОСТ 33105.</p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193782,0,0,0,"Наличие ссылок на другие НД, в которых содержатся требования ['СП 4']
Наличие ссылок на другие НД, в которых содержатся требования ['ГОСТ 33105']
Наличие ссылок на другие НД, в которых содержатся требования ['[6]', '[11]', '[15]', '[17]', '[22]']
",1,0,0,0,0,0,0,0
193783,"<p>16.3 Помещения котельной должны быть обеспечены достаточным естественным светом, а в ночное время – электрическим освещением.</p><p>Места, которые по техническим причинам невозможно обеспечить естественным светом, должны иметь электрическое освещение. Освещенность должна соответствовать СП 52.13330.</p><p>Помимо рабочего освещения в котельных должно быть аварийное и эвакуационное электрическое освещение.</p><p>Подлежат обязательному оборудованию аварийным освещением следующие места:</p><p>фронт котлов, а также проходы между котлами, сзади котлов и над котлами;</p><p>щиты и пульты управления;</p><p>водоуказательные и измерительные приборы;</p><p>зольные помещения;</p><p>вентиляторные площадки;</p><p>помещения для баков и деаэраторов;</p><p>оборудование водоподготовки;</p><p>площадки и лестницы котлов;</p><p>насосные помещения.</p><p>Для питания светильников местного стационарного освещения с лампами накаливания следует применять напряжение не выше 42 В.</p><p>При работе в котлах и газоходах следует применять ручные светильники с напряжением не выше 12 В.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193783,0,0,0,"Наличие ссылок на другие НД, в которых содержатся требования ['СП 52']
",1,0,0,0,0,0,0,0
193784,"<p>16.4 Электроснабжение систем контроля загазованности помещений котельной, пожарной и охранной сигнализации и аварийного освещения следует осуществлять по первой категории надежности электроснабжения.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193784,0,0,0,,0,0,0,0,0,0,0,0
193785,"<p>16.5 Рабочее освещение, выбор электрического оборудования и его заземление должны соответствовать [17].</p><p>В помещениях котельных при высоте установки светильников общего освещения над полом или площадками обслуживания менее 2,5 м следует устанавливать светильники, конструкция которых исключает возможность доступа к лампам без использования инструмента (отвертки, плоскогубцев, гаечного или специального ключа и др.), с вводом в светильник подводящей электропроводки в металлических трубах, металлорукавах или защитных оболочках. Без этого разрешается использовать для питания светильников с лампами накаливания напряжение не выше 42 В.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193785,0,0,0,"Наличие ссылок на другие НД, в которых содержатся требования ['[17]']
Неоднозначная формулировка ['др.']
['доступа ']",1,0,0,0,0,0,0,1
193786,"<p>16.6 Электродвигатели и пусковая аппаратура вытяжных вентиляторов, которые устанавливают в помещениях газифицированных отопительных котельных должны быть во взрывозащищенном исполнении.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193786,0,0,0,,0,0,0,0,0,0,0,0
193787,"<p>16.7 Электродвигатели сетевых и подпиточных насосов в котельных, вырабатывающих в качестве теплоносителя воду с температурой выше 115 °С, а также питательных насосов (при отсутствии питательного насоса с паровым приводом) независимо от категории котельной, как источника отпуска тепловой энергии, а также все котельные, работающие на твердом топливе, независимо от параметров теплоносителя относят по условиям электроснабжения к первой категории.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193787,0,0,0,,0,0,0,0,0,0,0,0
193788,"<p>16.8 Распределительные устройства напряжением 0,4, 6 и 10 кВ для котельных установок следует выполнять не менее, чем с двумя секциями.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193788,0,0,0,,0,0,0,0,0,0,0,0
193789,"<p>16.9 Трансформаторные подстанции для котельных следует применять не менее, чем с двумя трансформаторами.</p><p>В котельных второй категории согласно 4.8 для питания электроприемников 0,4 кВ котлов допускается применение трансформаторных подстанций с одним трансформатором при наличии централизованного резерва и возможности замены повредившегося трансформатора за время не более 1 сут.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193789,0,0,0,"Неоднозначная формулировка ['допускается']
",0,0,0,0,0,0,0,1
193790,"<p>16.10 Для электродвигателей насосов сетевых, подпиточных, рециркуляционных, горячего водоснабжения, питательной воды, тягодутьевых машин, угольных конвейеров и дробильных установок при наличии переменной нагрузки следует предусматривать частотно регулируемые приводы (ЧРП), и при мощности 30 кВт и выше – устройства плавного пуска (УПП).</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193790,0,0,0,,0,0,0,0,0,0,0,0
193791,"<p>16.11 Выбор степени защиты оболочки электродвигателей, пусковой аппаратуры, аппаратов управления, светильников, выбор электропроводки следует производить в соответствии с [17] в зависимости от характеристики помещений (зон) котельных по условиям среды, определяемой по приложению А с учетом следующих дополнительных требований:</p><p>при расположении турбогенераторов на напряжении 0,4 кВ, оборудования установки водоподготовки, насосных станций и газорегуляторных установок в общем помещении с котлами выбор степени защиты оболочки электрооборудования и выбор электропроводки осуществляют по характеристике среды котельного зала;</p><p>для помещений дизельных, мазутонасосных и топливоподачи, оборудованных системой гидроуборки, выбор степени защиты оболочки электрооборудования и электропроводки осуществляютс учетом воздействия брызг воды и проникновения пыли.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193791,0,0,0,"Наличие ссылок на другие НД, в которых содержатся требования ['[17]']
",1,0,0,0,0,0,0,0
193792,"<p>16.12 Прокладку питающих и распределительных сетей следует выполнять открыто на конструкциях или в коробах. При невозможности такой прокладки допускается предусматривать прокладку кабелей в каналах, а проводов – в трубах или коробах. В помещениях станции водоподготовки в котельных залах с гидроуборкой, в помещениях топливоподачи, складов и насосных станций жидкого топлива и жидких присадок прокладка в каналах не допускается.</p><p>Прокладка транзитных проводов и кабелей в помещениях и сооружениях топливоподачи не допускается.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193792,0,0,0,"Неоднозначная формулировка ['допускается']
['При невозможности']",0,0,0,0,0,0,0,1
193793,"<p>16.13 Следует предусматривать блокировку электродвигателей дымососов, дутьевых вентиляторов и механизмов подачи топлива в котел.</p><p>В системах топливоподачи, пылеприготовления и золошлакоудаления следует предусматривать блокировку механизмов, обеспечивающую включение и отключение электродвигателей в определенной последовательности, исключающей завал отдельных механизмов топливом, золой или шлаком. Механизмы технологического оборудования, от которого предусмотрены местные отсосы, должны быть сблокированы с вентиляторами аспирационных установок.</p><p>Блокировка электродвигателей механизмов котлов со слоевыми ручными топками не предусматривается.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193793,0,0,0,,0,0,0,0,0,0,0,0
193794,"<p>16.14 Автоматическое включение резерва (АВР) насосов питательных, сетевых, подпиточных, горячего водоснабжения, подачи жидкого топлива следует предусматривать в случаях аварийного отключения работающего насоса или при падении давления в трубопроводе после насоса. Для котельных второй категории с паровыми котлами с давлением пара до 0,07 МПа и водогрейными котлами с температурой воды не выше 115 °С при наличии в котельной постоянного обслуживающего персонала АВР насосов допускается не предусматривать, при этом необходимо предусмотреть сигнализацию аварийного отключения насосов.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193794,0,0,0,"Неоднозначная формулировка ['допускается']
",0,0,0,0,0,0,0,1
193795,<p>16.16 Пуск электродвигателей сетевых и подпиточных насосов следует производить при закрытой задвижке на напорном патрубке насоса; при этом необходимо выполнить блокировку электродвигателей насоса и задвижки при наличии электрифицированной задвижки. В случае установки ЧРП или УПП выполнение блокировки электродвигателя насоса и задвижки не предусматривается.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193795,0,0,0,,0,0,0,0,0,0,0,0
193796,"<p>16.17 При работе насосных станций жидкого топлива без постоянного обслуживающего персонала следует предусматривать дистанционное отключение с ЦПУ котельной насосов подачи топлива, а при работе насосных станций с постоянным обслуживающим персоналом – дистанционное управление задвижками на трубопроводах жидкого топлива на вводе в котельную.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193796,0,0,0,,0,0,0,0,0,0,0,0
193797,"<p>16.18 В котельных должно быть предусмотрено аварийное освещение. Светильники аварийного освещения должны быть подключены к независимому источнику питания или автоматически на него переключаться при отключении основного. Аварийное освещение котельных, работающих на газообразном топливе, необходимо выполнять во взрывозащищенном исполнении.&nbsp;</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193797,0,0,0,,0,0,0,0,0,0,0,0
193798,<p>16.19 При отсутствии в системе электроснабжения независимых источников питания допускается применение ручных световых приборов с аккумуляторными или сухими элементами.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193798,0,0,0,"Неоднозначная формулировка ['допускается']
",0,0,0,0,0,0,0,1
193799,<p>16.20 На дымовых трубах следует предусматривать световое ограждение.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193799,0,0,0,,0,0,0,0,0,0,0,0
193800,<p>16.21 Здания и сооружения котельных должны быть оборудованы средствами молниезащиты в соответствии с действующими нормативными документами.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193800,0,0,0,,0,0,0,0,0,0,0,0
193801,"<p>16.22 Помещения щитов станций управления, распределительных устройств напряжением 6 и 10 кВ, трансформаторных подстанций, а также турбогенераторы не следует размещать под помещениями с мокрыми технологическими процессами, под душевыми, санитарными узлами, вентиляционными камерами с подогревом воздуха горячей водой, под трубопроводами агрессивных веществ (кислот, щелочей), а также под помещениями, имеющими гидросмыв (помещения топливоподачи).</p><p>Распределительные устройства, помещения щитов и пультов управления, трансформаторные подстанции не допускается встраивать в здания разгрузки фрезерного торфа.</p><p><br></p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193801,0,0,0,,0,0,0,0,0,0,0,0
193802,<p>16.25 Для обеспечения ОДТС в помещении ЦПУ необходимо устанавливать пульт.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193802,0,0,0,,0,0,0,0,0,0,0,0
193803,"<p>16.26 Питание ОДТС следует осуществлять от двух независимых источников. При отсутствии независимых источников питания ОДТС должна быть присоединена к независимым друг от друга линиям, начиная от щита подстанции или при наличии только одного ввода в здание, начиная от этого ввода.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193803,0,0,0,,0,0,0,0,0,0,0,0
193804,"<p>16.27 Установку командно-поисковой связи (КПС) следует предусматривать в помещении центрального пункта управления – главный прибор, во всех помещениях котельных, включая отдельно стоящие здания, в местах возможного нахождения персонала – вторичные приборы.</p>",16.01.2022,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193804,0,0,0,,0,0,0,0,0,0,0,0
193805,"<p>16.28 Аппараты ГТС необходимо устанавливать в помещениях начальника котельной, ЦПУ, поста управления топливоподачи, пожарного депо и в других помещениях в соответствии с заданием на проектирование.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193805,0,0,0,"Наличие ссылок на Задание на проектирование ['заданием на проектирование']
",0,1,0,0,0,0,0,0
193806,"<p>16.29 В помещении ЦШУ следует предусматривать радиотрансляционную установку, а во всех помещениях возможного нахождения персонала и на территории котельной – абонентские громкоговорители без регуляторов.</p>",17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193806,0,0,0,,0,0,0,0,0,0,0,0
193807,<p>16.30 Для информации единого времени в котельных тепловой мощностью свыше 5 МВт следует предусматривать установку первичных электрочасов с общей обслуживающей трассой.</p>,17.06.2017,Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1),Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях,193807,0,0,0,,0,0,0,0,0,0,0,0
